month,category,total_price,origin
2000-02,0709,86431,BRA
2000-07,0709,662366,BRA
2000-12,0709,89706,BRA
2001-06,0709,158014,BRA
2001-08,0709,797171,BRA
2005-03,0709,33851,BRA
2006-03,0709,786,BRA
2006-06,0709,9665,BRA
2006-07,0709,0,BRA
2006-09,0709,0,BRA
2006-10,0709,1824,BRA
2006-11,0709,181766,BRA
2008-01,0709,22413,BRA
2010-04,0709,0,BRA
2011-02,0709,0,BRA
2011-09,0709,0,BRA
2012-05,0709,0,BRA
2012-10,0709,0,BRA
2012-12,0709,0,BRA
2013-04,0709,0,BRA
2013-07,0709,0,BRA
2013-10,0709,0,BRA
2014-02,0709,6374,BRA
2016-01,0709,0,BRA
2017-01,0709,2962,BRA
2017-07,0709,0,BRA
2018-03,0709,0,BRA
2018-06,0709,26510,BRA
2018-08,0709,8,BRA
2018-09,0709,16483,BRA
2019-10,0709,0,BRA
2019-12,0709,23178,BRA
2020-01,0709,2642,BRA
2020-02,0709,19354,BRA
2020-04,0709,12566,BRA
2000-08,0711,0,BRA
2000-06,0710,79473,BRA
2000-11,0710,4495,BRA
2001-01,0710,75802,BRA
2001-05,0710,10929,BRA
2002-09,0710,0,BRA
2003-02,0710,0,BRA
2003-04,0710,0,BRA
2004-01,0710,0,BRA
2004-04,0710,0,BRA
2004-08,0710,0,BRA
2005-01,0710,0,BRA
2005-06,0710,0,BRA
2005-07,0710,0,BRA
2006-04,0710,0,BRA
2006-08,0710,0,BRA
2007-03,0710,0,BRA
2007-06,0710,0,BRA
2007-10,0710,0,BRA
2008-08,0710,0,BRA
2009-04,0710,0,BRA
2010-03,0710,0,BRA
2010-09,0710,0,BRA
2011-03,0710,0,BRA
2012-11,0710,0,BRA
2013-03,0710,0,BRA
2013-12,0710,0,BRA
2014-04,0710,2854,BRA
2014-12,0710,0,BRA
2015-06,0710,0,BRA
2015-07,0710,0,BRA
2015-10,0710,0,BRA
2016-02,0710,0,BRA
2016-03,0710,0,BRA
2016-04,0710,0,BRA
2016-12,0710,0,BRA
2017-05,0710,0,BRA
2018-01,0710,0,BRA
2019-04,0710,0,BRA
2020-03,0710,691,BRA
2020-12,0710,2026,BRA
2001-07,0711,17036,BRA
2002-10,0711,620,BRA
2003-03,0711,154,BRA
2003-11,0711,0,BRA
2005-09,0711,45,BRA
2005-11,0711,0,BRA
2006-01,0711,0,BRA
2008-03,0711,1419,BRA
2009-02,0711,0,BRA
2009-12,0711,0,BRA
2010-06,0711,0,BRA
2010-11,0711,0,BRA
2011-04,0711,0,BRA
2011-06,0711,0,BRA
2011-08,0711,0,BRA
2011-10,0711,0,BRA
2011-11,0711,0,BRA
2012-01,0711,0,BRA
2012-08,0711,0,BRA
2012-09,0711,0,BRA
2013-06,0711,0,BRA
2013-08,0711,0,BRA
2014-10,0711,0,BRA
2015-04,0711,0,BRA
2015-11,0711,0,BRA
2016-09,0711,0,BRA
2018-05,0711,10365,BRA
2019-03,0711,11,BRA
2020-05,0711,69,BRA
2020-09,0711,210,BRA
2022-02,0711,94,BRA
2022-05,0711,1020.3359759002924,BRA
2000-01,0712,214842,BRA
2000-09,0712,271091,BRA
2000-10,0712,257102,BRA
2002-01,0712,119324,BRA
2002-02,0712,0,BRA
2003-09,0712,2637,BRA
2003-10,0712,0,BRA
2005-02,0712,1598,BRA
2005-08,0712,0,BRA
2005-12,0712,0,BRA
2006-02,0712,0,BRA
2007-04,0712,0,BRA
2007-11,0712,0,BRA
2009-01,0712,0,BRA
2009-06,0712,0,BRA
2009-11,0712,0,BRA
2010-12,0712,0,BRA
2011-05,0712,0,BRA
2013-09,0712,0,BRA
2014-08,0712,0,BRA
2015-09,0712,0,BRA
2016-11,0712,0,BRA
2017-02,0712,0,BRA
2017-12,0712,0,BRA
2019-07,0712,2942,BRA
2020-10,0712,14,BRA
2021-12,0712,8,BRA
2000-04,0713,229713,BRA
2001-02,0713,40262,BRA
2001-10,0713,294974,BRA
2001-12,0713,217882,BRA
2002-03,0713,349512,BRA
2002-11,0713,0,BRA
2004-02,0713,0,BRA
2004-03,0713,0,BRA
2004-07,0713,0,BRA
2004-09,0713,0,BRA
2004-10,0713,0,BRA
2005-10,0713,5154,BRA
2006-12,0713,7912,BRA
2007-02,0713,18621,BRA
2007-05,0713,0,BRA
2007-12,0713,0,BRA
2009-08,0713,0,BRA
2009-09,0713,0,BRA
2009-10,0713,59414,BRA
2010-07,0713,1613,BRA
2010-08,0713,0,BRA
2012-04,0713,0,BRA
2013-02,0713,24960,BRA
2014-06,0713,50315,BRA
2016-06,0713,526135,BRA
2016-07,0713,103861,BRA
2018-04,0713,710217,BRA
2018-11,0713,319110,BRA
2019-08,0713,355042,BRA
2020-08,0713,300992,BRA
2020-11,0713,749556,BRA
2021-03,0713,13,BRA
2021-04,0713,317855,BRA
2021-06,0713,355410,BRA
2021-08,0713,7889,BRA
2002-05,0714,0,BRA
2002-05,0802,0,BRA
2002-06,0802,0,BRA
2003-05,0802,0,BRA
2003-06,0802,0,BRA
2004-05,0802,127695,BRA
2005-04,0802,0,BRA
2006-05,0802,0,BRA
2007-08,0802,0,BRA
2008-05,0802,0,BRA
2008-07,0802,0,BRA
2009-05,0802,0,BRA
2010-01,0802,0,BRA
2010-05,0802,0,BRA
2010-10,0802,281417,BRA
2012-07,0802,0,BRA
2013-11,0802,0,BRA
2014-01,0802,0,BRA
2014-03,0802,0,BRA
2014-05,0802,0,BRA
2014-09,0802,0,BRA
2015-03,0802,0,BRA
2015-08,0802,0,BRA
2015-12,0802,0,BRA
2016-08,0802,0,BRA
2016-10,0802,0,BRA
2017-03,0802,0,BRA
2017-04,0802,0,BRA
2018-10,0802,0,BRA
2020-06,0802,1488545,BRA
2021-11,0802,27972,BRA
2000-04,0803,969036,BRA
2001-02,0803,1002851,BRA
2001-10,0803,1857273,BRA
2001-12,0803,1668822,BRA
2002-03,0803,576074,BRA
2002-11,0803,32835,BRA
2004-02,0803,0,BRA
2004-03,0803,80611,BRA
2004-07,0803,790489,BRA
2004-09,0803,134894,BRA
2004-10,0803,24372,BRA
2005-10,0803,446197,BRA
2006-12,0803,80218,BRA
2007-02,0803,420689,BRA
2007-05,0803,421848,BRA
2007-12,0803,56311,BRA
2009-08,0803,256630,BRA
2009-09,0803,0,BRA
2009-10,0803,83300,BRA
2010-07,0803,136267,BRA
2010-08,0803,0,BRA
2012-04,0803,0,BRA
2013-02,0803,0,BRA
2014-06,0803,0,BRA
2016-06,0803,168824,BRA
2016-07,0803,315907,BRA
2018-04,0803,123368,BRA
2018-11,0803,1119,BRA
2019-08,0803,2766,BRA
2020-08,0803,59933,BRA
2020-11,0803,257,BRA
2021-03,0803,595269,BRA
2021-04,0803,549,BRA
2021-06,0803,954567,BRA
2021-08,0803,1816,BRA
2000-01,0804,4899465,BRA
2000-09,0804,6327621,BRA
2000-10,0804,7745491,BRA
2002-01,0804,131149,BRA
2002-02,0804,0,BRA
2003-09,0804,4303956,BRA
2003-10,0804,1876554,BRA
2005-02,0804,120320,BRA
2005-08,0804,5350,BRA
2005-12,0804,519016,BRA
2006-02,0804,280850,BRA
2007-04,0804,62828,BRA
2007-11,0804,1281905,BRA
2009-01,0804,461750,BRA
2009-06,0804,757543,BRA
2009-11,0804,242813,BRA
2010-12,0804,1109834,BRA
2011-05,0804,0,BRA
2013-09,0804,5998029,BRA
2014-08,0804,132375,BRA
2015-09,0804,354350,BRA
2016-11,0804,3671725,BRA
2017-02,0804,6248,BRA
2017-12,0804,345640,BRA
2019-07,0804,335961,BRA
2020-10,0804,676203,BRA
2021-12,0804,225594,BRA
2000-06,0805,964346,BRA
2000-11,0805,662079,BRA
2001-01,0805,885420,BRA
2001-05,0805,909251,BRA
2002-09,0805,1107912,BRA
2003-02,0805,158958,BRA
2003-04,0805,72110,BRA
2004-01,0805,31860,BRA
2004-04,0805,30602,BRA
2004-08,0805,185128,BRA
2005-01,0805,0,BRA
2005-06,0805,13200,BRA
2005-07,0805,421593,BRA
2006-04,0805,308562,BRA
2006-08,0805,2432336,BRA
2007-03,0805,66442,BRA
2007-06,0805,29254,BRA
2007-10,0805,161652,BRA
2008-08,0805,885462,BRA
2009-04,0805,353173,BRA
2010-03,0805,222605,BRA
2010-09,0805,0,BRA
2011-03,0805,371765,BRA
2012-11,0805,714148,BRA
2013-03,0805,50370,BRA
2013-12,0805,246148,BRA
2014-04,0805,700645,BRA
2014-12,0805,1046131,BRA
2015-06,0805,144405,BRA
2015-07,0805,1219173,BRA
2015-10,0805,46162,BRA
2016-02,0805,247178,BRA
2016-03,0805,914753,BRA
2016-04,0805,119434,BRA
2016-12,0805,1172692,BRA
2017-05,0805,0,BRA
2018-01,0805,1182409,BRA
2019-04,0805,0,BRA
2020-03,0805,47690,BRA
2020-12,0805,1053,BRA
2000-08,0800,0,BRA
2001-07,0800,0,BRA
2002-10,0800,0,BRA
2003-03,0800,0,BRA
2003-11,0800,0,BRA
2005-09,0800,0,BRA
2005-11,0800,0,BRA
2006-01,0800,0,BRA
2008-03,0800,0,BRA
2009-02,0800,0,BRA
2009-12,0800,0,BRA
2010-06,0800,0,BRA
2010-11,0800,0,BRA
2011-04,0800,0,BRA
2011-06,0800,0,BRA
2011-08,0800,0,BRA
2011-10,0800,0,BRA
2011-11,0800,0,BRA
2012-01,0800,0,BRA
2012-08,0800,0,BRA
2012-09,0800,0,BRA
2013-06,0800,0,BRA
2013-08,0800,0,BRA
2014-10,0800,0,BRA
2015-04,0800,0,BRA
2015-11,0800,0,BRA
2016-09,0800,0,BRA
2018-05,0800,0,BRA
2019-03,0800,0,BRA
2020-05,0800,0,BRA
2020-09,0800,0,BRA
2022-02,0800,0,BRA
2022-05,0800,233394.87987101078,BRA
2000-01,0801,11574056,BRA
2000-09,0801,16032038,BRA
2000-10,0801,13027400,BRA
2002-01,0801,280275,BRA
2002-02,0801,0,BRA
2003-09,0801,2598052,BRA
2003-10,0801,1479500,BRA
2005-02,0801,191956,BRA
2005-08,0801,1066577,BRA
2005-12,0801,396354,BRA
2006-02,0801,410118,BRA
2007-04,0801,1094698,BRA
2007-11,0801,1459732,BRA
2009-01,0801,454556,BRA
2009-06,0801,9418161,BRA
2009-11,0801,205963,BRA
2010-12,0801,402932,BRA
2011-05,0801,398754,BRA
2013-09,0801,112000,BRA
2014-08,0801,168358,BRA
2015-09,0801,477180,BRA
2016-11,0801,575,BRA
2017-02,0801,753021,BRA
2017-12,0801,1339345,BRA
2019-07,0801,5130,BRA
2020-10,0801,304162,BRA
2021-12,0801,93,BRA
2002-06,0714,45911,BRA
2003-05,0714,87335,BRA
2003-06,0714,52890,BRA
2004-05,0714,36872,BRA
2005-04,0714,42648,BRA
2006-05,0714,0,BRA
2007-08,0714,12990,BRA
2008-05,0714,0,BRA
2008-07,0714,124622,BRA
2009-05,0714,0,BRA
2010-01,0714,0,BRA
2010-05,0714,0,BRA
2010-10,0714,0,BRA
2012-07,0714,0,BRA
2013-11,0714,0,BRA
2014-01,0714,0,BRA
2014-03,0714,46800,BRA
2014-05,0714,0,BRA
2014-09,0714,0,BRA
2015-03,0714,0,BRA
2015-08,0714,92880,BRA
2015-12,0714,1407,BRA
2016-08,0714,0,BRA
2016-10,0714,0,BRA
2017-03,0714,0,BRA
2017-04,0714,72000,BRA
2018-10,0714,0,BRA
2020-06,0714,98,BRA
2021-11,0714,660,BRA
2000-01,0806,701390,BRA
2000-09,0806,746718,BRA
2000-10,0806,2983604,BRA
2002-01,0806,9,BRA
2002-02,0806,0,BRA
2003-09,0806,0,BRA
2003-10,0806,1717021,BRA
2005-02,0806,9490,BRA
2005-08,0806,0,BRA
2005-12,0806,11581,BRA
2006-02,0806,0,BRA
2007-04,0806,0,BRA
2007-11,0806,65430,BRA
2009-01,0806,0,BRA
2009-06,0806,22364,BRA
2009-11,0806,734845,BRA
2010-12,0806,108156,BRA
2011-05,0806,0,BRA
2013-09,0806,0,BRA
2014-08,0806,0,BRA
2015-09,0806,0,BRA
2016-11,0806,458953,BRA
2017-02,0806,0,BRA
2017-12,0806,0,BRA
2019-07,0806,1311,BRA
2020-10,0806,1335,BRA
2021-12,0806,900,BRA
2000-06,0807,1507958,BRA
2000-11,0807,7293090,BRA
2001-01,0807,2647302,BRA
2001-05,0807,2135233,BRA
2002-09,0807,533961,BRA
2003-02,0807,38656,BRA
2003-04,0807,17862,BRA
2004-01,0807,1138756,BRA
2004-04,0807,0,BRA
2004-08,0807,69009,BRA
2005-01,0807,68591,BRA
2005-06,0807,26767,BRA
2005-07,0807,151982,BRA
2006-04,0807,98129,BRA
2006-08,0807,103916,BRA
2007-03,0807,998003,BRA
2007-06,0807,26304,BRA
2007-10,0807,132337,BRA
2008-08,0807,102122,BRA
2009-04,0807,168860,BRA
2010-03,0807,285918,BRA
2010-09,0807,5702451,BRA
2011-03,0807,600872,BRA
2012-11,0807,43495,BRA
2013-03,0807,378343,BRA
2013-12,0807,5078663,BRA
2014-04,0807,363960,BRA
2014-12,0807,389017,BRA
2015-06,0807,464757,BRA
2015-07,0807,227993,BRA
2015-10,0807,3787809,BRA
2016-02,0807,52848,BRA
2016-03,0807,1727866,BRA
2016-04,0807,494297,BRA
2016-12,0807,1593563,BRA
2017-05,0807,0,BRA
2018-01,0807,2929493,BRA
2019-04,0807,0,BRA
2020-03,0807,180276,BRA
2020-12,0807,258042,BRA
2002-05,0808,0,BRA
2002-06,0808,141931,BRA
2003-05,0808,17640,BRA
2003-06,0808,268590,BRA
2004-05,0808,562102,BRA
2005-04,0808,135376,BRA
2006-05,0808,0,BRA
2007-08,0808,0,BRA
2008-05,0808,174048,BRA
2008-07,0808,0,BRA
2009-05,0808,0,BRA
2010-01,0808,0,BRA
2010-05,0808,48440,BRA
2010-10,0808,0,BRA
2012-07,0808,33160,BRA
2013-11,0808,0,BRA
2014-01,0808,0,BRA
2014-03,0808,210134,BRA
2014-05,0808,0,BRA
2014-09,0808,0,BRA
2015-03,0808,0,BRA
2015-08,0808,0,BRA
2015-12,0808,0,BRA
2016-08,0808,0,BRA
2016-10,0808,0,BRA
2017-03,0808,77056,BRA
2017-04,0808,1121588,BRA
2018-10,0808,0,BRA
2020-06,0808,403941,BRA
2021-11,0808,2914,BRA
2000-04,0901,118263733,BRA
2000-03,0809,0,BRA
2000-05,0809,0,BRA
2001-09,0809,0,BRA
2002-04,0809,0,BRA
2002-07,0809,0,BRA
2002-12,0809,0,BRA
2003-01,0809,0,BRA
2003-08,0809,0,BRA
2004-12,0809,0,BRA
2007-01,0809,0,BRA
2007-09,0809,0,BRA
2008-02,0809,0,BRA
2008-06,0809,0,BRA
2008-09,0809,0,BRA
2008-12,0809,0,BRA
2009-03,0809,0,BRA
2009-07,0809,0,BRA
2010-02,0809,0,BRA
2014-07,0809,0,BRA
2015-05,0809,0,BRA
2017-06,0809,0,BRA
2017-09,0809,0,BRA
2017-11,0809,0,BRA
2018-02,0809,0,BRA
2018-07,0809,0,BRA
2018-12,0809,0,BRA
2019-02,0809,0,BRA
2019-09,0809,35,BRA
2019-11,0809,1830,BRA
2021-01,0809,87,BRA
2021-02,0809,223,BRA
2021-07,0809,48,BRA
2022-01,0809,474,BRA
2022-04,0809,236659.36034080386,BRA
2000-03,0810,76159,BRA
2000-05,0810,223037,BRA
2001-09,0810,17068,BRA
2002-04,0810,1044,BRA
2002-07,0810,7590,BRA
2002-12,0810,1741,BRA
2003-01,0810,0,BRA
2003-08,0810,4,BRA
2004-12,0810,0,BRA
2007-01,0810,0,BRA
2007-09,0810,2,BRA
2008-02,0810,0,BRA
2008-06,0810,12000,BRA
2008-09,0810,0,BRA
2008-12,0810,594,BRA
2009-03,0810,31139,BRA
2009-07,0810,0,BRA
2010-02,0810,1883,BRA
2014-07,0810,0,BRA
2015-05,0810,0,BRA
2017-06,0810,1516,BRA
2017-09,0810,0,BRA
2017-11,0810,3307,BRA
2018-02,0810,1736,BRA
2018-07,0810,21458,BRA
2018-12,0810,0,BRA
2019-02,0810,0,BRA
2019-09,0810,16423,BRA
2019-11,0810,17871,BRA
2021-01,0810,45,BRA
2021-02,0810,998,BRA
2021-07,0810,8583,BRA
2022-01,0810,65981,BRA
2022-04,0810,198624.12499297038,BRA
2000-04,0811,122371,BRA
2001-02,0811,808800,BRA
2001-10,0811,154466,BRA
2001-12,0811,269917,BRA
2002-03,0811,184542,BRA
2002-11,0811,15796,BRA
2004-02,0811,50971,BRA
2004-03,0811,17612,BRA
2004-07,0811,78920,BRA
2004-09,0811,0,BRA
2004-10,0811,0,BRA
2005-10,0811,116502,BRA
2006-12,0811,0,BRA
2007-02,0811,0,BRA
2007-05,0811,14790,BRA
2007-12,0811,0,BRA
2009-08,0811,50071,BRA
2009-09,0811,0,BRA
2009-10,0811,0,BRA
2010-07,0811,86842,BRA
2010-08,0811,40972,BRA
2012-04,0811,0,BRA
2013-02,0811,32505,BRA
2014-06,0811,24320,BRA
2016-06,0811,0,BRA
2016-07,0811,5097,BRA
2018-04,0811,96961,BRA
2018-11,0811,0,BRA
2019-08,0811,1225,BRA
2020-08,0811,162,BRA
2020-11,0811,0,BRA
2021-03,0811,41385,BRA
2021-04,0811,22487,BRA
2021-06,0811,54367,BRA
2021-08,0811,62233,BRA
2000-08,0812,33308,BRA
2001-07,0812,61654,BRA
2002-10,0812,0,BRA
2003-03,0812,0,BRA
2003-11,0812,28438,BRA
2005-09,0812,0,BRA
2005-11,0812,24152,BRA
2006-01,0812,0,BRA
2008-03,0812,0,BRA
2009-02,0812,0,BRA
2009-12,0812,52523,BRA
2010-06,0812,0,BRA
2010-11,0812,0,BRA
2011-04,0812,0,BRA
2011-06,0812,0,BRA
2011-08,0812,49531,BRA
2011-10,0812,0,BRA
2011-11,0812,0,BRA
2012-01,0812,0,BRA
2012-08,0812,0,BRA
2012-09,0812,0,BRA
2013-06,0812,0,BRA
2013-08,0812,0,BRA
2014-10,0812,0,BRA
2015-04,0812,0,BRA
2015-11,0812,0,BRA
2016-09,0812,0,BRA
2018-05,0812,0,BRA
2019-03,0812,0,BRA
2020-05,0812,50430,BRA
2020-09,0812,0,BRA
2022-02,0812,0,BRA
2022-05,0812,52460.86304124817,BRA
2000-04,0813,17214,BRA
2001-02,0813,26308,BRA
2001-10,0813,2106,BRA
2001-12,0813,3078,BRA
2002-03,0813,0,BRA
2002-11,0813,0,BRA
2004-02,0813,0,BRA
2004-03,0813,0,BRA
2004-07,0813,0,BRA
2004-09,0813,0,BRA
2004-10,0813,0,BRA
2005-10,0813,0,BRA
2006-12,0813,15557,BRA
2007-02,0813,0,BRA
2007-05,0813,0,BRA
2007-12,0813,9441,BRA
2009-08,0813,4394,BRA
2009-09,0813,0,BRA
2009-10,0813,277301,BRA
2010-07,0813,11577,BRA
2010-08,0813,39029,BRA
2012-04,0813,4872,BRA
2013-02,0813,0,BRA
2014-06,0813,76442,BRA
2016-06,0813,0,BRA
2016-07,0813,34032,BRA
2018-04,0813,0,BRA
2018-11,0813,87,BRA
2019-08,0813,1193,BRA
2020-08,0813,34022,BRA
2020-11,0813,339,BRA
2021-03,0813,0,BRA
2021-04,0813,101,BRA
2021-06,0813,0,BRA
2021-08,0813,121,BRA
2000-04,0814,58350,BRA
2001-02,0814,77529,BRA
2001-10,0814,252207,BRA
2001-12,0814,174135,BRA
2002-03,0814,0,BRA
2002-11,0814,0,BRA
2004-02,0814,0,BRA
2004-03,0814,0,BRA
2004-07,0814,0,BRA
2004-09,0814,0,BRA
2004-10,0814,0,BRA
2005-10,0814,0,BRA
2006-12,0814,0,BRA
2007-02,0814,0,BRA
2007-05,0814,0,BRA
2007-12,0814,0,BRA
2009-08,0814,0,BRA
2009-09,0814,0,BRA
2009-10,0814,9903,BRA
2010-07,0814,0,BRA
2010-08,0814,0,BRA
2012-04,0814,0,BRA
2013-02,0814,0,BRA
2014-06,0814,0,BRA
2016-06,0814,0,BRA
2016-07,0814,0,BRA
2018-04,0814,419616,BRA
2018-11,0814,17,BRA
2019-08,0814,45,BRA
2020-08,0814,89,BRA
2020-11,0814,22,BRA
2021-03,0814,376,BRA
2021-04,0814,90,BRA
2021-06,0814,35,BRA
2021-08,0814,12,BRA
2000-03,0900,0,BRA
2000-05,0900,0,BRA
2001-09,0900,0,BRA
2002-04,0900,0,BRA
2002-07,0900,0,BRA
2002-12,0900,0,BRA
2003-01,0900,0,BRA
2003-08,0900,0,BRA
2004-12,0900,0,BRA
2007-01,0900,0,BRA
2007-09,0900,0,BRA
2008-02,0900,0,BRA
2008-06,0900,0,BRA
2008-09,0900,0,BRA
2008-12,0900,0,BRA
2009-03,0900,0,BRA
2009-07,0900,0,BRA
2010-02,0900,0,BRA
2014-07,0900,0,BRA
2015-05,0900,0,BRA
2017-06,0900,0,BRA
2017-09,0900,0,BRA
2017-11,0900,0,BRA
2018-02,0900,0,BRA
2018-07,0900,0,BRA
2018-12,0900,0,BRA
2019-02,0900,0,BRA
2019-09,0900,0,BRA
2019-11,0900,0,BRA
2021-01,0900,0,BRA
2021-02,0900,0,BRA
2021-07,0900,0,BRA
2022-01,0900,0,BRA
2022-04,0900,23808.39500142634,BRA
2001-02,0901,90751795,BRA
2001-10,0901,111578178,BRA
2001-12,0901,79907503,BRA
2002-03,0901,8982168,BRA
2002-11,0901,7893520,BRA
2004-02,0901,3512727,BRA
2004-03,0901,2623215,BRA
2004-07,0901,16720188,BRA
2004-09,0901,16958792,BRA
2004-10,0901,7147642,BRA
2005-10,0901,5198256,BRA
2006-12,0901,16414435,BRA
2007-02,0901,15561462,BRA
2007-05,0901,7917623,BRA
2007-12,0901,9298726,BRA
2009-08,0901,16928267,BRA
2009-09,0901,11475899,BRA
2009-10,0901,14938911,BRA
2010-07,0901,35821291,BRA
2010-08,0901,58555190,BRA
2012-04,0901,23987609,BRA
2013-02,0901,11519803,BRA
2014-06,0901,14856093,BRA
2016-06,0901,15669776,BRA
2016-07,0901,32169959,BRA
2018-04,0901,9211101,BRA
2018-11,0901,24975809,BRA
2019-08,0901,26164509,BRA
2020-08,0901,11846383,BRA
2020-11,0901,16228369,BRA
2021-03,0901,8980819,BRA
2021-04,0901,7843364,BRA
2021-06,0901,25358570,BRA
2021-08,0901,24830354,BRA
2000-03,0902,827601,BRA
2000-05,0902,576670,BRA
2001-09,0902,261912,BRA
2002-04,0902,0,BRA
2002-07,0902,2590,BRA
2002-12,0902,0,BRA
2003-01,0902,183283,BRA
2003-08,0902,0,BRA
2004-12,0902,5925,BRA
2007-01,0902,258034,BRA
2007-09,0902,206,BRA
2008-02,0902,0,BRA
2008-06,0902,1630,BRA
2008-09,0902,9747,BRA
2008-12,0902,0,BRA
2009-03,0902,311491,BRA
2009-07,0902,0,BRA
2010-02,0902,0,BRA
2014-07,0902,2529,BRA
2015-05,0902,48299,BRA
2017-06,0902,0,BRA
2017-09,0902,0,BRA
2017-11,0902,0,BRA
2018-02,0902,0,BRA
2018-07,0902,0,BRA
2018-12,0902,0,BRA
2019-02,0902,0,BRA
2019-09,0902,176,BRA
2019-11,0902,1207,BRA
2021-01,0902,88354,BRA
2021-02,0902,301,BRA
2021-07,0902,76,BRA
2022-01,0902,2071,BRA
2022-04,0902,30478.83903735876,BRA
2000-08,0903,3390213,BRA
2001-07,0903,2136840,BRA
2002-10,0903,84492,BRA
2003-03,0903,4400,BRA
2003-11,0903,75496,BRA
2005-09,0903,8489,BRA
2005-11,0903,170320,BRA
2006-01,0903,14795,BRA
2008-03,0903,171836,BRA
2009-02,0903,0,BRA
2009-12,0903,85867,BRA
2010-06,0903,1308553,BRA
2010-11,0903,245581,BRA
2011-04,0903,191032,BRA
2011-06,0903,41394,BRA
2011-08,0903,0,BRA
2011-10,0903,21044,BRA
2011-11,0903,2852527,BRA
2012-01,0903,223366,BRA
2012-08,0903,453727,BRA
2012-09,0903,517542,BRA
2013-06,0903,31146,BRA
2013-08,0903,158772,BRA
2014-10,0903,888978,BRA
2015-04,0903,900361,BRA
2015-11,0903,251,BRA
2016-09,0903,362037,BRA
2018-05,0903,0,BRA
2019-03,0903,1809,BRA
2020-05,0903,126712,BRA
2020-09,0903,66246,BRA
2022-02,0903,825518,BRA
2022-05,0903,315275.62505658716,BRA
2001-03,0904,4892447,BRA
2001-04,0904,3111948,BRA
2001-11,0904,7316267,BRA
2002-08,0904,0,BRA
2003-07,0904,216547,BRA
2003-12,0904,121698,BRA
2004-06,0904,498813,BRA
2004-11,0904,256964,BRA
2005-05,0904,0,BRA
2007-07,0904,531425,BRA
2008-04,0904,237124,BRA
2008-10,0904,67510,BRA
2008-11,0904,462831,BRA
2011-01,0904,120500,BRA
2011-07,0904,0,BRA
2011-12,0904,1391,BRA
2012-02,0904,383950,BRA
2012-03,0904,0,BRA
2012-06,0904,332545,BRA
2013-01,0904,1970954,BRA
2013-05,0904,0,BRA
2014-11,0904,1892025,BRA
2015-01,0904,2262424,BRA
2015-02,0904,142603,BRA
2016-05,0904,1471726,BRA
2017-08,0904,722320,BRA
2017-10,0904,0,BRA
2019-01,0904,490267,BRA
2019-05,0904,419,BRA
2019-06,0904,361102,BRA
2020-07,0904,1780256,BRA
2021-05,0904,263719,BRA
2021-09,0904,109910,BRA
2021-10,0904,199828,BRA
2022-03,0904,3637327.8441460654,BRA
2000-02,0905,0,BRA
2000-04,0909,0,BRA
2001-02,0909,171,BRA
2001-10,0909,395,BRA
2001-12,0909,0,BRA
2002-03,0909,364,BRA
2002-11,0909,0,BRA
2004-02,0909,0,BRA
2004-03,0909,0,BRA
2004-07,0909,0,BRA
2004-09,0909,0,BRA
2004-10,0909,0,BRA
2005-10,0909,51,BRA
2006-12,0909,0,BRA
2007-02,0909,0,BRA
2007-05,0909,0,BRA
2007-12,0909,0,BRA
2009-08,0909,210,BRA
2009-09,0909,0,BRA
2009-10,0909,0,BRA
2010-07,0909,0,BRA
2010-08,0909,0,BRA
2012-04,0909,0,BRA
2013-02,0909,851,BRA
2014-06,0909,0,BRA
2016-06,0909,0,BRA
2016-07,0909,0,BRA
2018-04,0909,0,BRA
2018-11,0909,25,BRA
2019-08,0909,168,BRA
2020-08,0909,78,BRA
2020-11,0909,818,BRA
2021-03,0909,7,BRA
2021-04,0909,81,BRA
2021-06,0909,30,BRA
2021-08,0909,88,BRA
2000-01,0910,1049,BRA
2000-09,0910,594710,BRA
2000-10,0910,420842,BRA
2002-01,0910,9072,BRA
2002-02,0910,0,BRA
2003-09,0910,52845,BRA
2003-10,0910,32255,BRA
2005-02,0910,0,BRA
2005-08,0910,111446,BRA
2005-12,0910,0,BRA
2006-02,0910,0,BRA
2007-04,0910,0,BRA
2007-11,0910,77539,BRA
2009-01,0910,0,BRA
2009-06,0910,21280,BRA
2009-11,0910,0,BRA
2010-12,0910,2137,BRA
2011-05,0910,0,BRA
2013-09,0910,41400,BRA
2014-08,0910,86634,BRA
2015-09,0910,195145,BRA
2016-11,0910,157694,BRA
2017-02,0910,0,BRA
2017-12,0910,0,BRA
2019-07,0910,59872,BRA
2020-10,0910,144,BRA
2021-12,0910,177094,BRA
2000-06,1000,0,BRA
2000-11,1000,0,BRA
2001-01,1000,0,BRA
2001-05,1000,0,BRA
2002-09,1000,0,BRA
2003-02,1000,0,BRA
2003-04,1000,0,BRA
2004-01,1000,0,BRA
2004-04,1000,0,BRA
2004-08,1000,0,BRA
2005-01,1000,0,BRA
2005-06,1000,0,BRA
2005-07,1000,0,BRA
2006-04,1000,0,BRA
2006-08,1000,0,BRA
2007-03,1000,0,BRA
2007-06,1000,0,BRA
2007-10,1000,0,BRA
2008-08,1000,0,BRA
2009-04,1000,0,BRA
2010-03,1000,0,BRA
2010-09,1000,0,BRA
2011-03,1000,0,BRA
2012-11,1000,0,BRA
2013-03,1000,0,BRA
2013-12,1000,0,BRA
2014-04,1000,0,BRA
2014-12,1000,0,BRA
